vczsmcode	VcZSMDesc	VcASMDesc	VcASMCode	VcTSICode	VcTSIDesc	VcWSSTTYCode	VcWSSTTYDesc	VcRSMCode	VcRSMDesc	VcBMCode	VcBMDesc
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIEAST	CY00200	TY12290	IN-MUM1	TY1229A	IN-MUM1-A	RPMMUM1	RPI - MUMBAI	RPMMUM1	RPI - MUMBAI
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAIWEST	CY00300	TY12280	JMUM-3	TY1228B	JMUM-3-B	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06060	KER-6	TM60601	W-CHALAKUDY-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BKE0001	KERALA
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03100	JAIPUR-4	TA31005	W-KOTPUTLI-1	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05140	AP-A-02	TM51401	W-SIKANDARABAD-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08030	OR-03	TC80303	W-SAMBALPUR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05470	TNS-2	TM54704	W-DINDIGUL-2	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06010	KER-1	TM60103	W-ERNAKULAM 1-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BKE0001	KERALA
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06020	BH-02	TC60201	W-BEGUSARAI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM05580	JKER	TM05580	JKER	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05230	AP-A-07	TM52306	W-ZAHEERABAD-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE1	CM00400	TM05680	BLR-1-04	TM56801	W-BANGALORE-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZS00103	FV-ZSM-SOUTH ZONE(B)	BANGALORE1	CM00400	TM05680	BLR-1-04	TM56801	W-BANGALORE-1	RPMKTK1	RPI - KARNATAKA	BBA0001	BANGALORE-1
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08100	OR-06	TC81003	W-JAYPUR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07020	NE-02	TC07020	NE-02	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM05580	JKER	TM05580	JKER	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAI -1	CY00100	TY12290	IN-MUM1	TY12290	IN-MUM1	RPMMUM1	RPI - MUMBAI	RPMMUM1	RPI - MUMBAI
ZW00102	FV-ZSM-WEST-B ZONE	AHMEDABAD	CA00200	TA04060	ABD-6	TA40601	W-NARODA-1	ZW00102	FV-ZSM-WEST-B ZONE	BAA0001	AHMEDABAD-ABD
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05750	AP-A-09	TM51901	W-HYDERABAD-AMIRPETH-1	RPMANP1	RPI - AP	BHY0001	HYDERABAD
ZW00101	FV-ZSM-WEST-A ZONE	THANE	CY01000	TY02290	TH-6	TY22101	W-VASHI-1	ZW00101	FV-ZSM-WEST-A ZONE	BTH0001	THANE
ZW00101	FV-ZSM-WEST-A ZONE	SOUTHMAHAGOA	CY00800	TY10170	SMG-05	TY1171W	WW-GOA-PUNJIM-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05240	AP-B-05	TM52404	W-HINDUPUR-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM05580	JKER	TM05580	JKER	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA33200	PRJ-A	TA33200	PRJ-A	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZN00101	FV-ZSM-NORTH ZONE	HARYANASOUTH	CD01000	TD05050	HS-03	TD50505	W-FARIDABAD-3	ZN00101	FV-ZSM-NORTH ZONE	BHA0001	HARYANA
ZN00102	FV-ZSM-NORTH-A ZONE	EASTERNUP	CD00400	TD05930	UP E-3	TD59302	W-VARANASI-1	ZN00102	FV-ZSM-NORTH-A ZONE	BEU0001	EASTERN U.P
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAI -1	CY00100	TY12170	JMUM-2	TY12170	JMUM-2	RPMMUM2	RPM - MUMBAI2	RPMMUM2	RPM - MUMBAI2
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03030	JAIPUR-1	TA30307	W-JAIPUR-7	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM55310	JCHE-1	TM55310	JCHE-1	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08030	OR-03	TC80304	W-JHARSUGUDA-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIA	CD00300	TD05590	DEL_A_6	TD55901	W-PITAMPURA-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05180	AP-B-04	TM51801	W-BHIMAVARAM-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZN00102	FV-ZSM-NORTH-A ZONE	CENTRALUP	CD00800	TD05830	C UP-4	TD58302	W-JHANSI-1	ZN00102	FV-ZSM-NORTH-A ZONE	BCU0001	CENTRAL U.P
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIA	CD00300	TD05560	DEL_A_3	TD55601	W-PUNJABI BAGH-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07000	CH-01	TD57811	W-NALAGARH-1	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05230	AP-A-07	TM52302	W-ADILABAD-2	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM05050	CN-6	TM50501	W-TAMBARAM-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BMA0001	CHENNAI
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03120	JJPR	TA03120	JJPR	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZW00102	FV-ZSM-WEST-B ZONE	BARODA	CA00600	TA33240	JABD-2	TA3324A	JABD-2-A	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD06100	PWUP	TD06100	PWUP	RPIDEL1	RPI - DELHI	RPIDEL1	RPI - DELHI
ZN00102	FV-ZSM-NORTH-A ZONE	UTTRAKHAND	CD01100	TD07060	JKUT	TD07060	JKUT	RPMDEL1	RPM - DELHI	RPMDEL1	RPM - DELHI
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05230	AP-A-07	TM52305	W-NIZAMABAD-2	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD05430	WUP-3	TD54302	W-GREATER NOIDA-2	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZN00102	FV-ZSM-NORTH-A ZONE	UTTRAKHAND	CD01100	TD05520	JDEL-2	TD05520	JDEL-2	RPMDEL1	RPM - DELHI	RPMDEL1	RPM - DELHI
ZW00102	FV-ZSM-WEST-B ZONE	JODHPUR	CA00500	TA03060	JODHPUR-1	TA30602	W-BEAWAR-1	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZN00102	FV-ZSM-NORTH-A ZONE	CENTRALUP	CD00800	TD05850	C UP-6	TD58505	W-KOSIKALAN-1	ZN00102	FV-ZSM-NORTH-A ZONE	BCU0001	CENTRAL U.P
ZS00103	FV-ZSM-SOUTH ZONE(B)	HUBLI	CM00700	TM05260	KTK-B-01	TM52805	W-JAMKHANDI-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08080	OR-05	TC80805	W-KEONJHAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07050	NE-05	TC70315	W-AGARTALLA-3	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	PUNE	CY00900	TY12150	PUN-06	TY10132	W-LONAVALA-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZS00103	FV-ZSM-SOUTH ZONE(B)	HUBLI	CM00700	TM05270	KTK-B-02	TM52702	W-HUBLI-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05160	AP-B-02	TM51601	W-VISAKHAPATNAM-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
ZN00102	FV-ZSM-NORTH-A ZONE	UTTRAKHAND	CD01100	TD05480	UT-06	TD54801	W-BAREILLY-1	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZW00101	FV-ZSM-WEST-A ZONE	MUMBAI -1	CY00100	TY03200	M1-1	TY32001	W-ANDHERI WEST-1	ZW00101	FV-ZSM-WEST-A ZONE	BMU0001	MUMBAI - A
ZW00102	FV-ZSM-WEST-B ZONE	JODHPUR	CA00500	TA03130	JJDH	TA03130	JJDH	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZS00103	FV-ZSM-SOUTH ZONE(B)	HYDERABAD	CM00200	TM05200	AP-A-04	TM52006	W-WARANGAL/HANUMANKONDA-2	ZS00103	FV-ZSM-SOUTH ZONE(B)	BHY0001	HYDERABAD
ZS00103	FV-ZSM-SOUTH ZONE(B)	HUBLI	CM00700	TM05340	KTK-B-04	TM53402	W-MANGALORE-2	ZS00103	FV-ZSM-SOUTH ZONE(B)	BBA0001	BANGALORE-1
ZC00105	FV-ZSM-CENTRAL ZONE	NAGPUR	CY00500	TY06210	VD-07	TY06210	VD-07	ZC00105	FV-ZSM-CENTRAL ZONE	BNG0001	NAGPUR
ZC00105	FV-ZSM-CENTRAL ZONE	CHATTISGARH	CY00700	TY12060	CM-07	TY12064	W-SHAHDOL-1	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07040	CH-05	TD57907	W-GUMARWIN-1	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZE00101	FV-ZSM-EAST ZONE	JHARKHAND	CC00600	TC08060	JH-02	TC80603	W-CHAIBASA-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM55300	JCHE	TM55300	JCHE	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZN00102	FV-ZSM-NORTH-A ZONE	CENTRALUP	CD00800	TD05880	C UP-9	TD58503	W-FIROZABAD-1	ZN00102	FV-ZSM-NORTH-A ZONE	BCU0001	CENTRAL U.P
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07010	CH-02	TD57701	W-CHANDIGARH-1	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZE00101	FV-ZSM-EAST ZONE	JHARKHAND	CC00600	TC08090	JH-04	TC80901	W-HAZARIBAGH-1	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIA	CD00300	TD05570	DEL_A_4	TD55701	W-KIRTI NAGAR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZW00102	FV-ZSM-WEST-B ZONE	SURAT	CA00400	TA33240	JABD-2	TA33240	JABD-2	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC08010	OR-01	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06060	BH-06	TC60605	W-CHAPRA-2	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03030	JAIPUR-1	TA30307	W-JAIPUR-7	ZW00102	FV-ZSM-WEST-B ZONE	BAR0001	AHMEDABAD-RAJASTHAN
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07020	CH-03	TD61501	WCHANDIGARH-2	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZN00102	FV-ZSM-NORTH-A ZONE	EASTERNUP	CD00400	TD05930	UP E-3	TD05930	UP E-3	ZN00102	FV-ZSM-NORTH-A ZONE	BEU0001	EASTERN U.P
ZN00102	FV-ZSM-NORTH-A ZONE	EASTERNUP	CD00400	TD05940	UP E-4	TD59406	W-VARANASI-2-1	ZN00102	FV-ZSM-NORTH-A ZONE	BEU0001	EASTERN U.P
ZS00102	FV-ZSM-SOUTH ZONE(A)	MADURAI	CM00800	TM05080	TNS-1	TM50806	W-MADURAI-2	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80105	W-PURI-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08030	OR-03	TC80301	W-BARGARH-1	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80101	W-BHUBANESHWAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC08160	JCAL	TC0816C	JCAL-C	RPMCAL1	RPI - CALCUTTA	RPMCAL1	RPI - CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80101	W-BHUBANESHWAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80101	W-BHUBANESHWAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	SAURASHTRA	CA00100	TA04140	SAU-6	TA41401	W-MORBI/SURENDRANAGAR/RAJKOT-1	RPMAHM1	RPI - AHMEDABAD	BAA0001	AHMEDABAD-ABD
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC07090	SCAL-9	TC20507	W-DURGAPUR-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM05010	CN-1	TM50101	W-DM STREET / BROADWAY.-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BMA0001	CHENNAI
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC07090	SCAL-9	TC30203	W-BANKURA-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIA	CD00300	TD05560	DEL_A_3	TD55601	W-PUNJABI BAGH-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM55310	JCHE-1	TM55310	JCHE-1	RPMCHN1	RPI - SOUTH - A-CHENNAI	RPMCHN1	RPI - SOUTH - A-CHENNAI
ZN00101	FV-ZSM-NORTH ZONE	HARYANANORTH	CD00500	TD06110	HN-03	TD61103	W-JIND-1	RPICHD1	RPI - CHANDIGARH	BHA0001	HARYANA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIC	CD01200	TD60800	DEL_C-7	TD56102	W-NARELA BHAWAN-2	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06040	KER-4	TM60404	W-JEW TOWN-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BKE0001	KERALA
ZE00101	FV-ZSM-EAST ZONE	JHARKHAND	CC00600	TC08070	JH-03	TC80702	W-DHANBAD-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	DELHIC	CD01200	TD05290	DEL_C-5	TD52901	W-SEELAMPUR-1	ZN00102	FV-ZSM-NORTH-A ZONE	BDE0001	DELHI
ZN00101	FV-ZSM-NORTH ZONE	CHANDIGARH	CD01300	TD07040	CH-05	TD57902	W-HAMIRPUR-1	ZN00101	FV-ZSM-NORTH ZONE	BCH0001	CHANDIGARH
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC01060	SCAL-10	TC20203	W-CENTRAL NORTH KOLKATA-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	JAIPUR	CA00300	TA03120	JJPR	TA03120	JJPR	RPIRAJ1	RPI - RAJASTHAN	RPIRAJ1	RPI - RAJASTHAN
ZE00101	FV-ZSM-EAST ZONE	JHARKHAND	CC00600	TC08090	JH-04	TC80901	W-HAZARIBAGH-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC01050	SCAL-2	TC10501	W-BASHIRHAT-1	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC08010	OR-01	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00101	FV-ZSM-NORTH ZONE	HARYANANORTH	CD00500	TD07090	JCH-1	TD07090	JCH-1	RPICHD1	RPI - CHANDIGARH	RPICHD1	RPI - CHANDIGARH
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC02050	SCAL-8	TC20504	W-DURGAPUR/RANIGANJ-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	PUNE	CY00900	TY10110	PUN-02	TY10111	W-KARVE ROAD-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZW00102	FV-ZSM-WEST-B ZONE	BARODA	CA00600	TA02210	BRD 1	TA02210	BRD 1	ZW00102	FV-ZSM-WEST-B ZONE	BAB0001	AHMEDABAD-BARODA
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06080	KER-8	TM60801	W-ADOOR-1	RPMCHN1	RPI - SOUTH - A-CHENNAI	BKE0001	KERALA
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC02010	NCAL-1	TC20101	W-SONARPUR-1	RPMCAL1	RPI - CALCUTTA	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08030	OR-03	TC80303	W-SAMBALPUR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06010	BH-01	TC60103	W-PATNA-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08160	JCAL	TC0816E	JCAL-E	RPMCAL1	RPI - CALCUTTA	RPMCAL1	RPI - CALCUTTA
ZW00102	FV-ZSM-WEST-B ZONE	BARODA	CA00600	TA33240	JABD-2	TA3324A	JABD-2-A	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08100	OR-06	TC81001	W-KANTABANJI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80101	W-BHUBANESHWAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08100	OR-06	TC81004	W-BHAWANIPATNA-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	COIMBTAORE	CM00600	TM01110	TNN-6	TM11102	W-VELLORE-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BCO0001	COIMBATORE
ZE00101	FV-ZSM-EAST ZONE	NORTHBENGAL	CC00500	TC01100	NCAL-8	TC11002	W-COOCH-BEHAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	SOUTHBENGAL	CC00100	TC08160	JCAL	TC08160	JCAL	RPMCAL1	RPI - CALCUTTA	RPMCAL1	RPI - CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07100	NE-09	TC70406	W-SHILLONG-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08100	OR-06	TC81001	W-KANTABANJI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM54600	CN-11(FW)	TM5061F	FW-CHENNAI NORTH-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BMA0001	CHENNAI
ZC00105	FV-ZSM-CENTRAL ZONE	MADHYAPRADESH	CY00400	TY07070	MP-5	TY70702	W-BHOPAL-3	ZC00105	FV-ZSM-CENTRAL ZONE	BMP0001	MP + CHTSG
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80101	W-BHUBANESHWAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	PUNE	CY00900	TY12150	PUN-06	TY10134	W-SHIRWAL-1	ZW00101	FV-ZSM-WEST-A ZONE	BPN0001	PUNE
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD06220	IN-DEL1	TD06220	IN-DEL1	RPIDEL1	RPI - DELHI	RPIDEL1	RPI - DELHI
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD06220	IN-DEL1	TD06220	IN-DEL1	RPIDEL1	RPI - DELHI	RPIDEL1	RPI - DELHI
ZE00101	FV-ZSM-EAST ZONE	BIHAR	CC00300	TC06060	BH-06	TC60605	W-CHAPRA-2	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00102	FV-ZSM-NORTH-A ZONE	WESTERNUP	CD00200	TD05440	WUP-4	TD54401	W-MEERUT-1	ZN00102	FV-ZSM-NORTH-A ZONE	BWE0001	WESTERN U.P
ZW00102	FV-ZSM-WEST-B ZONE	AHMEDABAD	CA00200	TA33140	IN-ABD	TA3314A	IN-ABD-A	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZW00102	FV-ZSM-WEST-B ZONE	BARODA	CA00600	TA33240	JABD-2	TA3324A	JABD-2-A	RPMAHM1	RPI - AHMEDABAD	RPMAHM1	RPI - AHMEDABAD
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08040	OR-04	TC80402	W-CUTTACK-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	ORISSA	CC00200	TC08010	OR-01	TC80101	W-BHUBANESHWAR-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07060	NE-06	TC70202	W-NAHARLAGUN-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZS00102	FV-ZSM-SOUTH ZONE(A)	CHENNAI	CM00100	TM54600	CN-11(FW)	TM5061F	FW-CHENNAI NORTH-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BMA0001	CHENNAI
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07030	NE-03	TC70303	W-GAUHATI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZN00101	FV-ZSM-NORTH ZONE	PUNJABNORTH	CD00100	TD05680	PN-03	TD56802	W-AMRITSAR-2	ZN00101	FV-ZSM-NORTH ZONE	BPU0001	PUNJAB
ZE00101	FV-ZSM-EAST ZONE	NORTHEAST	CC00400	TC07030	NE-03	TC70303	W-GAUHATI-1	ZE00101	FV-ZSM-EAST ZONE	BCC0001	CALCUTTA
ZW00101	FV-ZSM-WEST-A ZONE	THANE	CY01000	TY11060	TH-4	TY11051	W-BHIWANDI-1	ZW00101	FV-ZSM-WEST-A ZONE	BTH0001	THANE
ZS00102	FV-ZSM-SOUTH ZONE(A)	KERALA	CM01000	TM06080	KER-8	TM60802	W-KOLLAM-1	ZS00102	FV-ZSM-SOUTH ZONE(A)	BKE0001	KERALA
ZS00103	FV-ZSM-SOUTH ZONE(B)	COASTAL AP	CM00500	TM05150	AP-B-01	TM51505	W-VIJAYAWADA-1	ZS00103	FV-ZSM-SOUTH ZONE(B)	BVI0001	VIJAYWADA
